Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Virulence Factor","Victors","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.148","IOMTU133_0140",,"15595271","Pseudomonas aeruginosa PAO1 ",,"ABC transporter, ATP-binding protein",,,,,"14641575",100,100,98,"1e-131"
"BLAT","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.2513",,,"AFJ11385.1","Klebsiella pneumoniae",,"hypothetical protein",,"aminoglycoside resistance gene;antibiotic target modifying enzyme",,,,18,82,93,"8e-19"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1866","IOMTU133_1855",,"VFG014642","Pseudomonas aeruginosa PAO1","flgA","Flagellar basal-body P-ring formation protein FlgA",,"Motility",,,,100,100,99,"1e-127"
"K-mer Search","Antibiotic Resistance","PATRIC","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.2071","IOMTU133_2062",,,,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic target in susceptible species","fluoroquinolones quinolones quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.2662","IOMTU133_2648",,"Q02NR0","Pseudomonas aeruginosa strain UCBPP-PA14",,"hypothetical protein",,"2.A.117.1.4",,,,100,100,100,"4e-80"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4041","IOMTU133_4016",,"F8H841","Pseudomonas stutzeri (strain ATCC 17588 / DSM 5190 / CCUG 11256 / JCM 5965 / LMG 11199 / NCIMB 11358 / Stanier 221)","ccoO","Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)","the proton-translocating cytochrome oxidase (cox) superfamily.","3.D.4.3.3",,,"20576851;22328767",97,97,86,"3e-100"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4041","IOMTU133_4016",,"F8H841","Pseudomonas stutzeri strain ATCC 17588","ccoO","Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)",,"3.D.4.3.3",,,,97,97,86,"3e-100"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.155","IOMTU133_0147",,"VFG002066","Pseudomonas aeruginosa PAO1",,"T6SS secretion lipoprotein TssJ (VasD)",,"Effector delivery system",,,,100,100,100,"2e-83"
"BLAT","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5453","IOMTU133_5404",,"AAB41956.1","Pseudomonas aeruginosa","mexC","Multidrug efflux system, membrane fusion component => MexC of MexCD-OprJ system",,"efflux pump conferring antibiotic resistance",,,,91,100,98,"1e-192"
"BLAT","Drug Target","DrugBank","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4779","IOMTU133_4746",,"P72161","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Murein-DD-endopeptidase (EC 3.4.99.-)","Ceftazidime","Drug target",,,,100,100,100,"1e-173"
"BLAT","Drug Target","DrugBank","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.603","IOMTU133_0587",,"P25524","Escherichia coli (strain K12)","codA","Cytosine deaminase (EC 3.5.4.1)","'4-Hydroxy-3,4-Dihydro-1h-Pyrimidin-2-One;5-Fluoro-4-(S)-Hydroxy-3,4-Dihydropyrimidine'","Drug target",,,,88,89,81,"1e-187"
"BLASTP","Human Homolog","Human","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5897","IOMTU133_5858",,"NP_036463.1","Homo sapiens","msrA","Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)",,"",,,"",86,94,62,"0"
"BLAT","Virulence Factor","Victors","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3475","IOMTU133_3452",,"116050024","Pseudomonas aeruginosa UCBPP-PA14",,"hypothetical protein",,,,,"18591226",100,100,99,"0.0"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3088","IOMTU133_3069",,"VFG016058","Pseudomonas aeruginosa PAO1",,"Pyoverdine chromophore precursor synthetase PvdL @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",,,,,,100,100,99,"0.0"
"BLAT","Virulence Factor","Victors","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3333","IOMTU133_3309",,"116050154","Pseudomonas aeruginosa UCBPP-PA14 ","prpR","Sigma-54 dependent DNA-binding transcriptional regulator",,,,,"18591226",99,72,99,"1e-270"
"K-mer Search","Antibiotic Resistance","PATRIC","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.2978","IOMTU133_2961",,,,"czcA","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)",,"efflux pump conferring antibiotic resistance","aminocoumarin antibiotics","novobiocin","12107134",,,,
"BLAT","Drug Target","DrugBank","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.907","IOMTU133_0894",,"P42512","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore","Lauryl Dimethylamine-N-Oxide","Drug target",,,,100,100,100,"0.0"
"BLAT","Virulence Factor","Victors","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3994","IOMTU133_3969",,"15596793","Pseudomonas aeruginosa PAO1 ","htpG","Chaperone protein HtpG",,,,,"12023080",100,100,100,"0.0"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4494","IOMTU133_4458",,"VFG015045","Pseudomonas aeruginosa PAO1","rhlC","RhlC, TDP-rhamnosyltransferase 2 (EC 2.4.1.-)",,"Immune modulation",,,,100,100,97,"1e-183"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1356","IOMTU133_1342",,"Q9HXH4","Pseudomonas aeruginosa strain ATCC 15692",,"Lipopolysaccharide export system permease protein LptF",,"3.A.1.152.1",,,,100,100,100,"1e-210"
"K-mer Search","Antibiotic Resistance","PATRIC","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5451","IOMTU133_5402",,,,,"Multidrug efflux system, outer membrane factor lipoprotein => OprJ of MexCD-OprJ system",,"efflux pump conferring antibiotic resistance","cephalosporins,penams,tetracyclines,phenicol antibiotics,diaminopyrimidines,aminocoumarin antibiotics,aminoglycosides,macrolides,fluoroquinolones quinolones quinolines","chloramphenicol;gentamicin c;erythromycin;novobiocin;tetracycline;trimethoprim;ofloxacin","8878035",,,,
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5245","IOMTU133_5206",,"W0WLZ1","Pseudomonas aeruginosa MH38",,"Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2)",,"3.A.1.5.39",,,,100,100,99,"0.0"
"BLASTP","Human Homolog","Human","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5698","IOMTU133_5658",,"NP_000099.2","Homo sapiens","lpd3","Dihydrolipoamide dehydrogenase (EC 1.8.1.4)",,"",,,"",89,97,50,"2e-163"
"BLAT","Drug Target","TTD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.567","IOMTU133_0551",,"T26357",,,"Aspartate carbamoyltransferase (EC 2.1.3.2)",,,,,,99,99,89,"1e-167"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1291","IOMTU133_1277",,"Q87WH4","Pseudomonas syringae pv. tomato","proW","Osmoprotectant ABC transporter, permease protein OsmW","the atp-binding cassette (abc) superfamily.","3.A.1.12.10",,,"12928499",99,97,81,"2e-93"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.43","IOMTU133_0042",,"WP_048276221","Pseudomonas aeruginosa",,"Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family",,"1.C.75.1.3",,,,100,71,98,"0.0"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3179","IOMTU133_3160",,"O30492","Pseudomonas fluorescens",,"Various polyols ABC transporter, permease protein 1",,"3.A.1.1.49",,,,95,90,90,"1e-146"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3259","IOMTU133_3238",,"VFG044082","Pseudomonas aeruginosa PAO1","pvcD","hypothetical protein",,"Nutritional/Metabolic factor",,,,100,100,99,"1e-122"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4160","IOMTU133_4133",,"VFG014486","Pseudomonas aeruginosa PAO1","fliL","Flagellar basal body-associated protein FliL",,"Motility",,,,100,100,100,"7e-91"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1519","IOMTU133_1506",,"2219",,,"Transcriptional regulator, AcrR family","MexL","antibiotic efflux","macrolide; tetracycline; disinfecting agents and antiseptics","erythromycin;tetracycline;triclosan",,100,100,99,"2.25625e-155"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3878","IOMTU133_3854",,"VFG000200","Pseudomonas aeruginosa PAO1",,"Type III secretion cytoplasmic plug protein (LcrG)",,"Secretion system;Type III secretion system",,,,100,100,100,"1e-48"
"BLAT","Drug Target","DrugBank","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5796","IOMTU133_5755",,"P00282","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","azu","Azurin","'S-Hydroxycysteine;Delta-Bis(2,2'-Bipyridine)Imidazole Ruthenium (Ii);4,7-Dimethyl-[1,10]Phenanthroline;Lambda-Bis(2,2'-Bipyridine)Imidazole Osmium (Ii);Tris-Hydroxymethyl-Methyl-Ammonium;Tetra(Imidazole)Diaquacopper (Ii);Lambda-Bis(2,2'-Bipyridine)Imidazole Ruthenium (Ii);1-[Pyrrol-1-Yl-2,5-Dione-Methoxymethyl]-Pyrrole-2,5-Dione;(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I);Tetra(Imidazole)Diaquacopper (I);Delta-Bis(2,2'-Bipyridine)Imidazole Osmium (Ii);1,1'-HEXANE-1,6-DIYLBIS(1H-IMIDAZOLE)'","Drug target",,,,100,100,100,"1e-80"
"BLAT","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.921","IOMTU133_0908",,"NP_252897.1","Pseudomonas aeruginosa PAO1",,"Multidrug efflux system, outer membrane factor lipoprotein => OpmD of MexHI-OpmD system",,"efflux pump conferring antibiotic resistance",,"acriflavin;norfloxacin",,100,100,99,"1e-276"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4149","IOMTU133_4122",,"VFG001264","Pseudomonas aeruginosa PAO1","flhF","Flagellar biosynthesis protein FlhF",,"Motility",,,,100,100,98,"1e-237"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5229","IOMTU133_5190",,"P0A9X4","Escherichia coli (strain K12)","mreB","Rod shape-determining protein MreB","the cell shape-determining mrebcd (mrebcd) family.","9.B.157.1.3",,,,86,87,80,"1e-135"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.915","IOMTU133_0902",,"VFG015512","Pseudomonas aeruginosa PAO1",,"2-amino-2-deoxy-isochorismate hydrolase PhzD (EC 3.-.-.-)",,"Nutritional/Metabolic factor",,,,100,100,100,"1e-118"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3886","IOMTU133_3862",,"P40290","Yersinia enterocolitica.",,"Type III secretion cytoplasmic ATP synthase (EC 3.6.3.14, YscN,SpaL,MxiB,HrcN,EscN)",,"3.A.6.1.1",,,,94,96,85,"1e-202"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3115","IOMTU133_3095",,"Q8G8W9","Pseudomonas aeruginosa",,"Ferrichrome-iron receptor",,"1.B.14.1.26",,,,100,100,91,"0.0"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4937","IOMTU133_4894",,"VFG000121","Pseudomonas aeruginosa PAO1","algT","RNA polymerase sigma factor RpoE",,"Antiphagocytosis;Serum resistance",,,,100,100,100,"1e-106"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3076","IOMTU133_3057",,"Q9I147","Pseudomonas aeruginosa",,"probable cation-transporting P-type ATPase",,"3.A.3.6.15",,,,97,97,99,"0.0"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1681","IOMTU133_1670",,"Q4LDT6","Pseudomonas aeruginosa","cmeC","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexQ of MexPQ-OpmE system",,"2.A.6.2.34",,,,100,100,99,"0.0"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3223","IOMTU133_3203",,"Q51485","Pseudomonas aeruginosa.","oprB","Carbohydrate-selective porin OprB",,"1.B.19.1.1",,,,95,96,98,"1e-265"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3127","IOMTU133_3107",,"VFG044086","Pseudomonas aeruginosa PAO1","fpvI","Sigma-70 factor FpvI (ECF subfamily), controling pyoverdin biosynthesis @ FIG006045: Sigma factor, ECF subfamily",,"Nutritional/Metabolic factor",,,,98,98,82,"5e-70"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.166","IOMTU133_0158",,"VFG002076","Pseudomonas aeruginosa PAO1","cplB","T6SS AAA+ chaperone ClpV (TssH)",,"Secretion system;Type VI secretion system",,,,100,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3142","IOMTU133_3122",,"VFG041045","Pseudomonas aeruginosa PAO1","vgrG","VgrG protein",,"Effector delivery system",,,,100,100,96,"0.0"
"BLAT","Virulence Factor","Victors","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1727","IOMTU133_1715",,"15598674","Pseudomonas aeruginosa PAO1 ","rhlB","RhlB, TDP-rhamnosyltransferase 1 (EC 2.4.1.-)",,,,,"14641575",100,100,99,"1e-256"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.916","IOMTU133_0903",,"VFG015509","Pseudomonas aeruginosa PAO1","phzC","2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II PhzC (EC 2.5.1.54)",,"Nutritional/Metabolic factor",,,,100,100,100,"1e-238"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3868","IOMTU133_3844",,"VFG000209","Pseudomonas aeruginosa PAO1","lscZ","Type III secretion negative regulator (LscZ)",,"Effector delivery system",,,,85,99,99,"1e-136"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4458","IOMTU133_4423",,"Q9I4H4","Pseudomonas aeruginosa strain ATCC 15692",,"probable glucosyl transferase",,"4.D.3.1.11",,,,100,100,99,"0.0"
"BLAT","Virulence Factor","Victors","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.892","IOMTU133_0880",,"116052272","Pseudomonas aeruginosa UCBPP-PA14",,"Catalase KatE (EC 1.11.1.6)",,,,,"15972537",100,100,100,"1e-296"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.123","IOMTU133_0116",,"1031",,,"Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id","APH(6)-Id","antibiotic inactivation","aminoglycoside","streptomycin",,100,100,99,"0"
"BLAT","Drug Target","DrugBank","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.915","IOMTU133_0902",,"Q7DC80","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"2-amino-2-deoxy-isochorismate hydrolase PhzD (EC 3.-.-.-)","Formic Acid;Isochorismic Acid","Drug target",,,,100,100,100,"1e-118"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1033","IOMTU133_1023",,"5255",,"ampC","Class C beta-lactamase (EC 3.5.2.6) => PDC family","PDC-12","antibiotic inactivation","monobactam; carbapenem; cephalosporin",,,100,100,100,"0"
"BLASTP","Human Homolog","Human","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1631","IOMTU133_1620",,"NP_005580.1","Homo sapiens","mms","Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)",,"",,,"",90,97,51,"0"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3886","IOMTU133_3862",,"VFG000192","Pseudomonas aeruginosa PAO1",,"Type III secretion cytoplasmic ATP synthase (EC 3.6.3.14, YscN,SpaL,MxiB,HrcN,EscN)",,"Effector delivery system",,,,97,100,99,"1e-245"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4475","IOMTU133_4439",,"P11439","Pseudomonas aeruginosa",,"hypothetical protein","the pseudomonas exotoxin a (p-exoa) family.","1.C.73.1.1",,,"10600112;10984043;2118903;2170123;2885323;6201861;7568123;8692916",100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.394","IOMTU133_0380",,,,"qacE","Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds",,"efflux pump conferring antibiotic resistance","quaternary ammonium compounds",,,,,,
"BLAT","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1627","IOMTU133_1615",,"NP_252264.1","Pseudomonas aeruginosa PAO1",,"Transcriptional regulator, AcrR family",,"efflux pump conferring antibiotic resistance;gene modulating antibiotic efflux",,,,100,100,100,"1e-120"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3857","IOMTU133_3834",,"VFG000220","Pseudomonas aeruginosa PAO1","yscL","Type III secretion cytoplasmic protein (YscL)",,"Effector delivery system",,,,100,100,99,"1e-113"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.6352","IOMTU133_6316",,"Q9HTH6","Pseudomonas aeruginosa",,"L-carnitine ABC transporter, substrate-binding protein CaiX","the atp-binding cassette (abc) superfamily.","3.A.1.12.12",,,"10984043",100,100,100,"1e-178"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3871","IOMTU133_3847",,"VFG000207","Pseudomonas aeruginosa PAO1",,"Type III secretion transporter lipoprotein (YscW,VirG)",,"Effector delivery system",,,,100,100,97,"1e-70"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.910","IOMTU133_0897",,"VFG044096","Pseudomonas aeruginosa PAO1","fptX","Inner-membrane permease FptX, ferripyochelin @ Inner-membrane permease for ferric siderophore",,"Nutritional/Metabolic factor",,,,100,100,99,"1e-236"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4171","IOMTU133_4144",,"VFG000154","Pseudomonas aeruginosa PAO1","lasI","N-(3-oxododecanoyl)-L-homoserine lactone synthase @ N-acyl-L-homoserine lactone synthase, LuxI family (EC 2.3.1.184)",,"Regulation;Quorum sensing system",,,,100,100,100,"1e-112"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3661","IOMTU133_3635",,"VFG015527","Pseudomonas aeruginosa PAO1","phzB","Phenazine biosynthesis protein PhzB",,"Nutritional/Metabolic factor",,,,100,100,100,"7e-97"
"BLAT","Metal Resistance","BacMet","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5453","IOMTU133_5404",,"BAC0236","Pseudomonas aeruginosa","mexC","Multidrug efflux system, membrane fusion component => MexC of MexCD-OprJ system",,,,,,91,100,98,"1e-192"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.912","IOMTU133_0899",,"VFG015521","Pseudomonas aeruginosa PAO1","phzG","Pyridoxamine 5'-phosphate oxidase PhzG (EC 1.4.3.5)",,,,,,100,99,99,"1e-124"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3115","IOMTU133_3095",,"Q8G8W9","Pseudomonas aeruginosa",,"Ferrichrome-iron receptor","the outer membrane receptor (omr) family.","1.B.14.1.26",,,,100,100,91,"0.0"
"BLAT","Drug Target","TTD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5151","IOMTU133_5114",,"TTDR00865",,"lpxC","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)",,,,,,100,100,100,"1e-170"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5280","IOMTU133_5241",,"P22610","Pseudomonas aeruginosa",,"Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-)","the outer membrane protein secreting main terminal branch (mtb) family.","3.A.15.2.1",,,"10984043;1676385;1898929;1971619;2997119;7565109;7854122;7854130;8057924;8330261;8340405;8682785;8845350;9224881;9668097",100,100,98,"1e-169"
"BLAT","Drug Target","DrugBank","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.262","IOMTU133_0256",,"P51691","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"Arylsulfatase (EC 3.1.6.1)","2-Aminopropanedioic Acid","Drug target",,,,100,100,98,"0.0"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4356","IOMTU133_4322",,"Q9I484","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"4-hydroxyproline ABC transporter, substrate-binding protein","the atp-binding cassette (abc) superfamily.","3.A.1.3.21",,,,100,100,100,"1e-154"
"BLAT","Drug Target","DrugBank","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.6262","IOMTU133_6219",,"Q9HTQ2","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","dadX","Alanine racemase (EC 5.1.1.1)","D-Lysine;Lysine Nz-Carboxylic Acid","Drug target",,,,100,100,99,"1e-207"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5119","IOMTU133_5081",,"2207",,,"Multidrug efflux system, membrane fusion component => MexV of MexVW-OprM system","MexV","antibiotic efflux","macrolide; fluoroquinolone; tetracycline; phenicol; disinfecting agents and antiseptics","erythromycin;acriflavine;tetracycline;chloramphenicol",,100,100,99,"0"
"BLAT","Virulence Factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3857","IOMTU133_3834",,"VFG000220","Pseudomonas aeruginosa PAO1","yscL","Type III secretion cytoplasmic protein (YscL)",,"Secretion system;Type III secretion system",,,,100,100,99,"1e-113"
"BLAT","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.122","IOMTU133_0115",,"ABK33456.1","Pseudomonas aeruginosa","strA","Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I",,"aminoglycoside resistance gene;antibiotic inactivation enzyme",,,,100,100,99,"1e-156"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.5865","IOMTU133_5826",,"VFG000141","Pseudomonas aeruginosa PAO1","waaA","3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)",,"Immune modulation",,,,100,100,99,"1e-248"
"BLAT","Transporter","TCDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.4274","IOMTU133_4243",,"Q9I404","Pseudomonas aeruginosa strain ATCC 15692","gltK","Glutamate/aspartate ABC transporter, permease protein GltK (TC 3.A.1.3.4)",,"3.A.1.3.22",,,,99,100,100,"1e-121"
"BLAT","Antibiotic Resistance","CARD","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.1475","IOMTU133_1462",,"NP_252410.1","Pseudomonas aeruginosa PAO1",,"Transcriptional regulator, AcrR family",,"efflux pump conferring antibiotic resistance;gene modulating antibiotic efflux",,"aztreonam",,99,99,98,"1e-114"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3861","IOMTU133_3838",,"VFG000216","Pseudomonas aeruginosa PAO1",,"Type III secretion effector protein (YopR, encoded by YscH)",,"Effector delivery system",,,,100,100,100,"6e-75"
"BLAT","Virulence Factor","Victors","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.6289","IOMTU133_6245",,"15600520","Pseudomonas aeruginosa",,"Oxidoreductase, FAD-binding",,,,,"14641575",100,95,99,"1e-262"
"BLAT","Virulance factor","VFDB","287.2580","Pseudomonas aeruginosa strain IOMTU 133","fig|287.2580.peg.3879","IOMTU133_3855",,"VFG000199","Pseudomonas aeruginosa PAO1","lcrR","Type III secretion low calcium response protein (LcrR)",,"Effector delivery system",,,,100,100,99,"5e-80"
